junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2.0,0.0,9.959999999999999,28.32,56.64,76.32000000000001,99.60000000000001,125.64000000000001,126.96000000000001,128.88,139.32,156.96,138.84,123.12,119.52000000000001,114.12,100.44,84.84,80.76,71.76,69.0,68.76,69.24,61.44,63.239999999999995,66.12,63.239999999999995,60.239999999999995,56.760000000000005,47.160000000000004,46.32,45.36,45.24,37.68,28.32,23.52,17.759999999999998,11.64,3.96,4.32,6.6000000000000005,8.040000000000001,5.28,3.0,2.04,3.12,1.2000000000000002,0.0,1.2000000000000002,2.64
4.0,0.0,4.5600000000000005,17.4,39.839999999999996,66.48,85.80000000000001,103.80000000000001,120.35999999999999,136.32,143.39999999999998,152.88,167.39999999999998,173.52,161.88,151.2,144.60000000000002,138.0,126.47999999999999,126.47999999999999,114.60000000000001,88.44,70.80000000000001,76.32000000000001,72.84,65.16,60.599999999999994,57.480000000000004,50.519999999999996,42.24,35.28,28.200000000000003,23.759999999999998,18.72,12.24,10.8,13.080000000000002,14.04,11.399999999999999,8.879999999999999,4.199999999999999,2.04,0.36,0.36,0.96,1.32,1.08,0.24,0.0,0.0
6.0,0.0,3.4799999999999995,19.200000000000003,37.44,63.96,91.08,118.32,152.28,166.32,196.56,223.56,240.12,242.04000000000002,229.79999999999998,223.92000000000002,217.32,202.32,184.32,167.28,143.88,129.35999999999999,107.39999999999999,70.56,56.64,42.480000000000004,33.480000000000004,27.839999999999996,17.16,11.16,4.800000000000001,1.7999999999999998,2.4000000000000004,2.2800000000000002,2.4000000000000004,2.16,1.08,0.96,1.08,0.12,0.0,0.0,0.0,0.6000000000000001,0.96,0.0,0.0,0.0,0.0,0.0
8.0,0.0,8.459999999999999,19.44,32.94,57.06,78.03,88.47,101.25,115.38,130.14000000000001,139.04999999999998,149.21999999999997,154.44,143.64000000000001,134.73000000000002,139.76999999999998,136.07999999999998,131.22,114.66,100.08,98.82000000000001,105.48,92.60999999999999,74.60999999999999,65.42999999999999,58.67999999999999,55.17,48.78,45.089999999999996,38.79,28.53,17.55,12.78,11.790000000000001,10.53,6.4799999999999995,3.15,3.15,2.25,0.18,0.72,2.97,4.41,4.05,1.2600000000000002,0.0,0.0,0.0,0.0
11.0,0.0,3.5999999999999996,11.399999999999999,20.04,31.740000000000002,40.08,43.08,48.84,54.66,56.22,60.0,58.739999999999995,57.66,56.760000000000005,49.62,42.06,39.660000000000004,34.5,36.42,36.900000000000006,34.019999999999996,28.32,24.599999999999998,22.68,19.02,16.98,13.68,11.040000000000001,9.899999999999999,7.68,6.48,3.7800000000000002,2.94,3.54,3.66,2.94,1.62,2.04,1.98,0.8400000000000001,0.42000000000000004,0.6000000000000001,0.66,0.72,0.18,0.0,0.24,0.06,0.0
13.0,0.0,6.3,21.9,25.049999999999997,29.55,32.25,31.349999999999998,44.7,51.75,51.45,55.95,46.05,30.6,26.55,18.6,32.7,23.400000000000002,17.849999999999998,22.8,28.05,14.7,15.450000000000001,22.5,18.15,17.099999999999998,13.8,14.25,9.9,6.1499999999999995,6.9,4.95,9.3,9.3,11.25,16.650000000000002,12.0,6.6,7.65,8.4,8.7,3.9000000000000004,0.75,2.5500000000000003,0.44999999999999996,0.3,1.9500000000000002,2.6999999999999997,2.4,0.0
16.0,0.0,5.04,22.919999999999998,29.52,32.28,39.12,61.44,86.4,95.88,108.12,118.80000000000001,119.88,126.12,124.19999999999999,114.12,108.47999999999999,100.92,99.72,86.4,69.36,57.12,37.68,36.36,39.24,42.24,38.88,36.839999999999996,33.839999999999996,33.0,35.64,28.56,22.080000000000002,12.600000000000001,11.52,10.68,7.68,5.28,4.800000000000001,6.6000000000000005,8.28,9.72,9.36,7.800000000000001,3.96,0.72,0.0,0.0,0.0,0.0
18.0,0.0,3.42,11.97,19.8,30.599999999999998,44.550000000000004,49.5,58.32000000000001,61.83,70.11,75.87,80.46,79.92,77.49,64.25999999999999,57.87,50.49,51.75,46.62,44.28,33.120000000000005,26.28,15.57,10.169999999999998,7.56,6.209999999999999,4.68,4.5,4.7700000000000005,4.32,4.68,4.140000000000001,4.32,3.69,2.25,1.8,2.43,1.3499999999999999,1.71,2.6999999999999997,1.44,1.89,1.98,2.16,0.6300000000000001,0.36,0.0,0.0,0.0
20.0,0.0,6.0,27.240000000000002,39.96,38.88,63.72,79.67999999999999,93.12,102.60000000000001,101.39999999999999,109.68,99.12,83.28,91.92,92.76,82.67999999999999,93.12,97.80000000000001,74.28,73.44,88.56,90.48,74.88,60.96,60.480000000000004,56.16,52.67999999999999,44.88,32.64,32.28,30.599999999999998,23.88,19.200000000000003,20.16,19.44,15.96,14.76,16.080000000000002,17.16,15.84,12.0,5.76,1.32,0.96,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.15,0.15,7.95,10.200000000000001,18.0,15.0,8.549999999999999,23.1,22.95,16.5,14.25,6.45,5.1000000000000005,9.45,6.0,14.25,16.05,18.15,4.35,0.75,0.15,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
