junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2.0,0.0,9.600000000000001,26.28,44.88,64.44,83.88,98.64000000000001,125.16,132.24,132.96,136.68,144.24,132.72,106.92,103.68,92.88,93.96000000000001,86.88,74.64,72.12,70.67999999999999,66.96000000000001,61.56,61.56,59.28,60.480000000000004,57.96,51.72,39.0,30.839999999999996,21.48,15.84,9.36,10.2,7.68,5.76,4.68,5.4,4.800000000000001,3.0,1.32,2.64,4.199999999999999,2.04,1.44,1.44,0.0,0.0,0.0
4.0,0.0,5.88,18.96,39.24,65.16,92.76,119.88,133.32,140.39999999999998,151.32,158.39999999999998,157.32,144.60000000000002,125.88,119.39999999999999,118.32,114.24,106.92,106.80000000000001,104.52000000000001,94.32000000000001,84.96000000000001,85.56,84.12,76.32000000000001,66.48,61.800000000000004,54.84,48.480000000000004,43.32,37.56,30.839999999999996,26.28,21.240000000000002,13.32,5.5200000000000005,2.64,2.4000000000000004,2.16,3.96,4.68,3.4799999999999995,1.6800000000000002,0.24,0.0,0.0,0.0,0.0,0.0
6.0,0.0,6.6000000000000005,24.839999999999996,52.32000000000001,79.44,83.52,104.03999999999999,126.12,154.8,194.52,233.52,263.15999999999997,257.52,233.64,222.84,226.56,225.36,202.68,170.28,142.8,119.64000000000001,102.35999999999999,78.72,63.36,52.800000000000004,43.2,34.44,27.119999999999997,19.200000000000003,7.5600000000000005,2.16,2.04,0.36,0.0,0.72,1.32,1.56,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,13.049999999999999,27.45,41.04,54.54,66.14999999999999,81.45,99.54,120.24,125.82000000000001,133.01999999999998,128.51999999999998,126.63,138.69,139.95000000000002,134.73000000000002,127.98,130.14000000000001,131.85,117.81,100.8,84.78,66.60000000000001,54.27,43.83,33.57,24.93,18.36,17.189999999999998,16.560000000000002,15.93,14.13,13.77,14.580000000000002,14.49,13.59,10.62,5.13,2.34,2.0700000000000003,2.5200000000000005,1.8,1.3499999999999999,1.89,1.6199999999999999,1.17,0.8099999999999999,0.8099999999999999,0.45
11.0,0.0,3.12,12.36,23.46,32.22,40.38,43.44,45.24,52.38,61.08,63.06,61.56,59.22,54.480000000000004,50.82000000000001,46.62,42.96,36.54,32.7,30.0,25.740000000000002,25.5,25.68,21.0,16.080000000000002,12.54,7.199999999999999,3.9000000000000004,3.96,3.24,1.92,1.6800000000000002,2.88,3.06,2.34,2.4000000000000004,2.58,1.32,0.8400000000000001,1.08,1.2000000000000002,0.66,0.72,1.1400000000000001,0.72,0.18,0.0,0.0,0.0
13.0,0.0,7.35,22.8,26.1,32.400000000000006,37.5,40.2,42.75,50.550000000000004,45.3,46.949999999999996,47.55,27.6,30.749999999999996,29.4,29.099999999999998,28.799999999999997,25.2,16.8,13.5,15.75,23.1,19.650000000000002,14.7,17.7,14.85,15.3,11.700000000000001,9.3,4.8,5.25,6.45,10.200000000000001,9.75,7.35,6.75,7.65,3.5999999999999996,0.75,1.9500000000000002,1.5,1.3499999999999999,1.9500000000000002,0.75,0.0,0.0,0.0,0.0,0.0
16.0,0.0,6.36,11.879999999999999,21.84,34.8,46.08,60.12,78.84,76.56,82.80000000000001,110.28,120.0,114.84,122.28,116.03999999999999,106.92,90.6,90.0,88.92,81.96000000000001,74.52,62.519999999999996,47.64,41.76,39.96,39.24,34.56,31.08,30.119999999999997,32.160000000000004,31.44,28.799999999999997,26.52,23.52,15.72,13.080000000000002,10.08,6.24,3.12,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,2.88,10.98,18.36,26.01,36.449999999999996,51.39,64.62,71.55,64.17,62.1,63.99,66.06,63.81,60.48,50.94,44.01,40.86,47.160000000000004,45.27,34.29,24.75,15.03,12.6,11.07,8.91,4.140000000000001,3.33,4.5,2.43,1.3499999999999999,2.97,3.78,1.8,3.06,2.0700000000000003,0.54,0.6300000000000001,0.09,0.27,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,8.399999999999999,32.04,42.839999999999996,41.64,61.67999999999999,73.44,100.19999999999999,101.28,113.52000000000001,124.56,126.84,119.39999999999999,118.68,125.16,121.19999999999999,105.12,111.47999999999999,117.96000000000001,113.16,107.16,108.60000000000001,97.92,82.44,82.56,73.67999999999999,70.92,64.44,56.88,52.44,44.64,35.400000000000006,26.64,20.4,15.48,16.080000000000002,10.8,2.2800000000000002,0.0,1.6800000000000002,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.3,6.0,2.6999999999999997,7.5,7.95,17.099999999999998,24.599999999999998,12.299999999999999,17.099999999999998,12.6,14.7,9.3,7.35,2.85,2.1,8.100000000000001,6.75,2.5500000000000003,1.2,0.75,1.5,0.6,1.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,23.55,58.8,82.5,132.6,187.05,216.45,213.75,222.15,275.7,278.85,297.0,291.6,252.14999999999998,298.35,277.5,274.8,243.45000000000002,166.2,107.55,54.900000000000006,64.80000000000001,38.7,40.65,23.55,19.8,5.8500000000000005,5.3999999999999995,10.5,9.15,0.0,6.3,5.1000000000000005,12.6,0.6,0.0,1.5,7.199999999999999,1.7999999999999998,5.8500000000000005,3.3,0.0,4.35,0.6,1.3499999999999999,3.5999999999999996,0.0,0.0,0.0
40.0,0.0,0.0,0.12,0.24,0.36,1.6800000000000002,1.62,0.96,0.8400000000000001,0.6000000000000001,1.2000000000000002,1.26,0.6000000000000001,0.72,0.96,0.36,0.96,0.48,0.48,0.48,1.08,0.36,0.24,0.36,0.36,0.12,0.0,0.12,0.24,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0
46.0,0.0,0.0,3.78,3.42,11.790000000000001,10.26,32.49,20.52,24.75,25.74,40.23,133.01999999999998,207.09,264.06,241.83,224.91,204.39000000000001,146.70000000000002,83.25,12.06,1.44,1.6199999999999999,0.0,0.0,0.54,0.18,0.0,0.54,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,4.140000000000001,18.0,46.35,55.71,36.36,56.79,81.54,94.95,109.26,149.58,199.26,192.96,177.21,188.28000000000003,171.71999999999997,156.51,144.71999999999997,143.28,115.2,83.7,58.589999999999996,24.12,10.080000000000002,9.18,6.3,1.6199999999999999,0.09,0.0,0.6300000000000001,5.31,5.3999999999999995,0.8099999999999999,0.0,1.89,3.42,4.140000000000001,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,7.11,23.669999999999998,46.89,74.07000000000001,98.28,98.64000000000001,129.06,143.91,142.29,131.85,108.89999999999999,95.39999999999999,106.83,113.58,99.99,70.2,82.98,90.89999999999999,88.64999999999999,82.53,75.69,64.35000000000001,60.92999999999999,53.82000000000001,51.03,53.01,51.57000000000001,51.75,56.160000000000004,54.81,49.23,47.07000000000001,36.99,22.86,8.01,3.78,2.79,4.59,14.040000000000001,16.2,11.34,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0
