junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2.0,0.0,10.8,28.68,55.67999999999999,74.16,87.24,108.12,123.84,141.35999999999999,146.52,149.88,159.35999999999999,160.68,155.76,143.76,122.28,94.80000000000001,83.64,75.72,83.52,78.6,66.84,63.36,62.04,62.400000000000006,59.760000000000005,59.519999999999996,57.72,51.480000000000004,43.92,33.480000000000004,26.160000000000004,21.84,9.36,2.64,6.6000000000000005,7.68,7.92,5.88,9.600000000000001,11.040000000000001,8.399999999999999,6.12,4.08,1.2000000000000002,1.08,0.8400000000000001,0.0,0.0
4.0,0.0,6.24,19.68,42.72,74.4,103.19999999999999,123.35999999999999,123.12,135.24,163.44,170.52,173.39999999999998,166.8,167.88,162.60000000000002,156.48,141.96,137.04,135.84,130.07999999999998,122.28,112.44,96.72,85.44,78.96000000000001,69.84,57.239999999999995,50.519999999999996,46.68,41.64,35.64,30.240000000000002,21.36,13.919999999999998,7.4399999999999995,3.84,0.8400000000000001,1.32,1.7999999999999998,2.52,0.96,0.6000000000000001,0.6000000000000001,0.12,0.48,0.6000000000000001,0.24,0.0,0.0
6.0,0.0,4.08,27.240000000000002,45.96,65.28,94.19999999999999,111.96000000000001,117.12,156.60000000000002,190.07999999999998,209.28000000000003,226.32,204.60000000000002,189.0,195.95999999999998,187.44,190.8,186.96,164.52,132.35999999999999,102.0,71.76,41.160000000000004,25.08,18.240000000000002,12.120000000000001,4.800000000000001,0.12,1.56,3.84,1.32,0.0,0.48,1.7999999999999998,2.2800000000000002,1.6800000000000002,0.96,1.08,0.6000000000000001,1.08,1.08,0.72,0.96,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,9.27,22.95,42.21,54.089999999999996,67.77,80.37,100.98,124.10999999999999,133.38,146.25,163.71,163.71,147.78000000000003,140.4,134.73000000000002,131.67000000000002,119.88,100.17,83.16,83.34,86.85000000000001,87.66,85.32000000000001,74.16,53.910000000000004,42.839999999999996,37.89,34.56,31.410000000000004,20.88,15.12,14.580000000000002,14.22,14.669999999999998,9.27,3.2399999999999998,1.08,2.0700000000000003,2.5200000000000005,1.6199999999999999,2.88,4.7700000000000005,3.87,1.98,0.8099999999999999,0.36,0.8099999999999999,0.72
11.0,0.0,4.74,15.0,22.259999999999998,29.880000000000003,38.76,43.56,46.5,48.42,55.739999999999995,60.599999999999994,61.5,51.12,44.160000000000004,38.099999999999994,33.599999999999994,34.019999999999996,30.18,27.839999999999996,28.02,24.96,21.0,18.54,18.419999999999998,15.84,11.82,8.100000000000001,5.4,5.9399999999999995,5.46,5.82,4.68,3.06,2.58,3.3000000000000003,2.2800000000000002,2.88,3.12,2.0999999999999996,1.98,1.7399999999999998,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,4.35,15.600000000000001,23.1,28.349999999999998,31.65,41.699999999999996,42.15,43.5,51.75,60.89999999999999,41.25,31.8,32.7,28.95,21.45,22.2,28.5,19.35,16.8,14.7,14.25,17.549999999999997,17.549999999999997,15.600000000000001,9.3,7.5,10.649999999999999,16.05,13.05,12.45,14.549999999999999,9.3,15.75,15.450000000000001,6.3,8.100000000000001,8.4,8.25,11.25,5.7,4.65,1.5,1.2,0.8999999999999999,0.0,0.0,0.0,0.0
16.0,0.0,8.16,14.52,29.400000000000002,43.08,59.28,76.56,95.64,99.60000000000001,111.72,123.60000000000001,129.0,120.24,121.56,115.92,118.19999999999999,107.64000000000001,103.19999999999999,98.28,81.84,73.32000000000001,62.16,44.160000000000004,34.92,33.599999999999994,36.599999999999994,43.32,40.32,29.759999999999998,28.32,31.200000000000003,34.8,34.44,27.839999999999996,18.84,13.440000000000001,8.64,5.04,4.5600000000000005,3.24,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,4.140000000000001,7.11,17.91,38.97,56.160000000000004,64.08,59.22,59.13,60.03,71.28,73.44,72.0,63.54,54.72,48.6,45.54,43.47,43.199999999999996,40.949999999999996,32.94,26.64,22.14,15.299999999999999,9.27,6.39,5.3999999999999995,2.88,4.7700000000000005,6.57,6.93,6.66,5.3999999999999995,3.15,4.140000000000001,2.6999999999999997,1.98,2.0700000000000003,0.8099999999999999,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,11.76,28.44,36.96,49.56,61.199999999999996,83.64,112.68,121.56,127.44,131.28,128.52,124.44,114.0,108.35999999999999,115.80000000000001,112.08,116.16,104.16,89.52,87.48,90.24,90.48,84.72,81.24,71.88,65.76,57.36,44.400000000000006,31.68,25.56,21.0,18.0,19.32,20.28,17.28,16.919999999999998,9.959999999999999,1.56,0.0,0.0,0.6000000000000001,0.24,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,5.55,7.05,7.65,19.8,11.1,20.25,24.9,14.25,18.45,22.8,3.3,0.44999999999999996,2.6999999999999997,8.100000000000001,9.0,17.25,20.849999999999998,9.75,1.5,1.5,0.3,0.75,0.3,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
