junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2.0,0.0,13.799999999999999,32.28,49.32000000000001,64.67999999999999,92.28,124.68,127.32,127.08,144.48,160.56,163.8,154.44,155.76,141.60000000000002,119.03999999999999,101.64000000000001,93.72,84.24,76.92,62.760000000000005,57.36,60.84,62.88,60.599999999999994,61.56,59.04,52.67999999999999,49.199999999999996,48.96,50.04,49.56,45.72,35.88,28.68,24.0,16.080000000000002,7.5600000000000005,4.08,4.800000000000001,4.199999999999999,3.3600000000000003,2.4000000000000004,2.2800000000000002,2.64,3.4799999999999995,1.92,0.72,0.0
4.0,0.0,9.120000000000001,24.240000000000002,46.44,67.92,93.36,112.68,123.84,140.88,160.32,169.56,173.76,166.2,154.56,150.96,150.48,139.92000000000002,123.47999999999999,117.47999999999999,113.16,108.24,93.36,88.67999999999999,87.72,96.12,94.08,85.32000000000001,77.52,70.08,63.36,55.67999999999999,49.800000000000004,47.88,39.12,33.36,28.200000000000003,23.16,18.240000000000002,11.879999999999999,5.4,1.7999999999999998,1.6800000000000002,2.64,1.56,1.08,0.48,0.0,0.0,0.0
6.0,0.0,5.64,24.599999999999998,57.36,82.80000000000001,90.24,123.84,171.96,203.76,217.68,232.20000000000002,239.76,223.68,220.32,224.04000000000002,217.44,194.76,155.04,120.24,96.72,81.48,79.56,69.48,53.16,32.400000000000006,13.559999999999999,4.32,4.32,2.2800000000000002,0.12,0.0,0.36,3.3600000000000003,3.3600000000000003,1.6800000000000002,0.0,0.0,0.0,0.72,1.08,0.12,0.72,0.8400000000000001,0.24,1.08,0.12,0.0,0.0,0.0
8.0,0.0,5.76,18.36,33.480000000000004,51.57000000000001,75.78,97.56,113.85000000000001,129.6,135.72,152.37,165.6,163.89000000000001,173.96999999999997,184.59,182.07,177.29999999999998,171.9,166.32,155.79,139.76999999999998,123.48,113.31,92.52,70.92,64.62,56.97,45.54,38.79,32.4,22.410000000000004,13.32,12.15,13.950000000000001,15.48,16.38,15.299999999999999,15.03,14.49,12.15,7.83,4.59,3.2399999999999998,2.25,0.9,3.15,2.79,2.6999999999999997,1.8
11.0,0.0,6.0,15.899999999999999,24.599999999999998,33.06,38.82,41.04,46.38,54.300000000000004,60.480000000000004,62.82000000000001,59.760000000000005,55.260000000000005,51.06,44.64,43.019999999999996,42.12,38.7,37.44,38.94,37.019999999999996,32.400000000000006,28.380000000000003,25.32,21.72,20.88,18.96,15.84,12.66,9.06,6.300000000000001,6.18,5.22,4.5600000000000005,2.82,1.3800000000000001,1.56,1.8599999999999999,2.2199999999999998,2.04,2.0999999999999996,2.2800000000000002,1.56,0.72,1.02,0.54,0.42000000000000004,0.72,0.18
13.0,0.0,7.05,18.15,27.450000000000003,30.900000000000002,29.4,28.2,37.2,46.05,36.45,45.9,51.6,40.65,27.75,27.150000000000002,23.400000000000002,21.75,21.9,21.0,24.3,13.950000000000001,13.2,11.850000000000001,15.75,18.15,10.95,7.95,13.2,7.65,7.95,9.3,9.9,9.0,11.1,12.45,6.45,1.7999999999999998,1.65,3.9000000000000004,3.9000000000000004,4.050000000000001,1.65,1.3499999999999999,2.6999999999999997,1.9500000000000002,1.3499999999999999,2.85,1.65,0.6
16.0,0.0,6.36,22.32,24.48,33.12,42.599999999999994,55.67999999999999,69.24,82.19999999999999,97.56,116.03999999999999,126.0,117.72,108.72,105.96000000000001,105.96000000000001,108.0,97.19999999999999,77.28,75.36,62.760000000000005,51.96,44.04,40.08,38.160000000000004,33.36,33.72,36.480000000000004,38.88,34.56,34.8,38.04,35.76,34.68,34.56,32.160000000000004,25.68,19.919999999999998,18.72,17.64,12.600000000000001,7.68,6.720000000000001,7.199999999999999,4.08,1.32,0.0,0.0,0.0
18.0,0.0,5.22,14.040000000000001,27.089999999999996,36.81,44.01,49.86,57.42,63.27,71.19,78.39000000000001,81.72,75.24,66.42,53.19,42.39,41.58,40.410000000000004,44.82000000000001,38.42999999999999,30.24,21.51,15.03,10.53,9.09,6.75,5.13,4.41,4.86,4.68,5.22,7.290000000000001,8.01,9.0,6.12,3.2399999999999998,3.69,2.88,2.25,2.0700000000000003,2.61,1.6199999999999999,0.8099999999999999,0.0,0.8099999999999999,1.2600000000000002,1.17,0.72,0.18
20.0,0.0,6.84,13.559999999999999,25.44,47.88,57.12,76.80000000000001,91.08,98.88,112.68,119.76,127.32,126.72,127.19999999999999,128.28,122.28,126.47999999999999,136.56,134.04,125.52000000000001,121.92,113.64000000000001,117.12,111.96000000000001,99.72,96.0,95.16,89.64,70.56,60.96,57.36,52.199999999999996,48.0,46.44,44.160000000000004,41.64,34.44,31.68,23.88,18.48,16.56,11.16,5.64,0.72,0.0,0.0,0.48,0.36,0.0
24.0,0.0,1.5,1.3499999999999999,11.1,8.85,11.700000000000001,21.45,23.25,15.75,13.65,5.8500000000000005,6.45,12.0,5.1000000000000005,7.95,4.95,10.200000000000001,18.45,19.8,0.75,0.44999999999999996,0.75,1.05,1.5,0.0,0.0,0.0,0.15,0.75,0.3,0.6,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0
