junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2.0,0.0,6.48,29.04,48.239999999999995,70.19999999999999,99.72,111.12,122.39999999999999,155.88,151.56,153.48,162.96,161.04,144.48,123.72,103.08,97.56,84.0,75.24,68.76,73.80000000000001,71.03999999999999,67.32000000000001,62.64,64.67999999999999,63.12,63.96,58.32000000000001,52.32000000000001,51.599999999999994,44.88,37.08,26.880000000000003,21.96,15.600000000000001,6.24,4.199999999999999,9.72,9.600000000000001,6.36,2.4000000000000004,3.12,2.16,1.08,1.7999999999999998,2.04,1.6800000000000002,2.4000000000000004,1.32
4.0,0.0,6.24,17.759999999999998,39.36,66.0,97.08,116.28,125.03999999999999,143.04,158.64000000000001,174.84,166.2,159.0,157.32,150.84,140.28,130.56,122.64000000000001,117.47999999999999,107.03999999999999,111.84,111.72,99.96000000000001,83.03999999999999,76.44,71.88,66.36,60.0,49.800000000000004,43.32,39.599999999999994,32.28,25.56,20.64,15.0,12.36,11.399999999999999,7.199999999999999,3.96,2.4000000000000004,1.7999999999999998,1.56,0.24,1.44,1.32,0.96,0.48,0.0,0.0
6.0,0.0,6.0,22.68,47.76,78.0,103.68,115.92,128.39999999999998,159.96,199.79999999999998,215.52,227.39999999999998,237.24,240.84,252.12,231.60000000000002,208.07999999999998,181.07999999999998,151.92000000000002,127.68,106.44,88.92,66.36,52.199999999999996,41.160000000000004,29.759999999999998,24.240000000000002,17.4,6.959999999999999,0.96,1.56,1.32,0.12,0.0,0.96,2.04,0.0,0.6000000000000001,0.8400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,7.74,20.97,37.98,51.75,69.12,92.34,112.95,127.89000000000001,131.57999999999998,143.91,168.48,168.48,168.66,161.73,157.77,151.74,144.9,131.49,113.85000000000001,91.98,77.31,73.8,74.42999999999999,63.63,49.949999999999996,39.78,32.85,26.910000000000004,22.14,15.03,14.94,15.84,15.84,15.57,12.51,9.9,6.3,5.76,5.22,4.41,1.8,0.8099999999999999,0.36,0.0,0.0,0.45,0.99,1.6199999999999999
11.0,0.0,4.38,14.76,25.14,32.160000000000004,37.019999999999996,46.44,55.32000000000001,57.36,60.17999999999999,60.599999999999994,58.44,52.980000000000004,47.04,45.42,44.160000000000004,39.06,37.980000000000004,36.54,33.18,32.339999999999996,32.82,28.08,20.759999999999998,18.6,16.259999999999998,13.02,10.32,6.720000000000001,3.84,2.88,2.7,1.7999999999999998,2.52,3.06,3.24,4.26,3.54,1.98,1.08,1.1400000000000001,0.8999999999999999,0.8999999999999999,0.8400000000000001,0.54,0.06,0.24,0.06,0.0
13.0,0.0,10.799999999999999,27.450000000000003,31.5,31.65,23.55,36.9,38.7,39.300000000000004,49.95,49.65,48.45,32.7,35.099999999999994,30.900000000000002,31.95,28.95,23.25,24.0,19.8,21.75,11.25,10.799999999999999,17.549999999999997,16.95,15.600000000000001,13.8,11.700000000000001,10.799999999999999,9.6,8.85,8.85,12.75,13.2,8.25,7.05,5.3999999999999995,4.35,4.2,3.0,1.05,0.0,1.9500000000000002,3.0,0.8999999999999999,2.6999999999999997,0.6,0.0,0.0
16.0,0.0,4.4399999999999995,12.600000000000001,24.36,36.839999999999996,48.599999999999994,54.599999999999994,82.56,88.80000000000001,94.56,114.96000000000001,119.39999999999999,108.24,97.56,92.28,102.84,106.56,105.72,90.96000000000001,78.72,81.12,72.84,63.480000000000004,42.24,33.72,34.08,32.160000000000004,31.92,35.88,39.36,40.92,37.2,34.32,27.599999999999998,25.799999999999997,21.0,12.24,4.5600000000000005,4.92,7.199999999999999,7.800000000000001,5.64,1.7999999999999998,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
18.0,0.0,5.22,13.049999999999999,20.52,29.25,42.12,58.589999999999996,58.67999999999999,56.88,58.5,71.55,68.94,65.25,62.1,55.08,48.6,37.62,39.15,40.14,41.13,31.14,20.61,12.419999999999998,19.98,17.73,12.06,8.01,4.7700000000000005,5.040000000000001,6.3,5.040000000000001,4.05,4.95,3.42,3.78,3.33,1.53,1.71,0.54,0.72,1.2600000000000002,0.99,0.8099999999999999,0.72,0.45,0.0,0.0,0.0,0.0
20.0,0.0,8.28,22.200000000000003,39.12,48.72,58.800000000000004,69.0,83.52,98.39999999999999,106.56,101.39999999999999,98.16,89.52,90.36,89.4,93.48,108.12,110.52000000000001,102.47999999999999,95.88,91.80000000000001,87.96000000000001,79.92,78.24,73.80000000000001,70.56,70.92,64.92,61.92,54.480000000000004,39.24,28.68,28.44,27.0,26.759999999999998,22.68,16.56,16.56,19.56,11.76,1.92,0.24,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,4.5,8.7,8.100000000000001,19.650000000000002,15.9,12.0,9.45,22.65,27.75,16.650000000000002,10.200000000000001,3.15,1.5,5.1000000000000005,9.6,5.55,2.25,0.75,4.5,1.65,0.0,0.0,0.0,0.0,1.3499999999999999,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
